1,23.85465,38.000492
2,23.85437,38.000553
3,23.85403,38.000644
4,23.853679,38.000674
5,23.853494,38.00068
6,23.853309,38.000686
7,23.853322,38.000684
8,23.853334,38.000681
9,23.853347,38.000679
10,23.853359,38.000677
11,23.853372,38.000674
12,23.853385,38.000672
13,23.853397,38.000669
14,23.85341,38.000667
15,23.853422,38.000665
16,23.853435,38.000662
17,23.853448,38.00066
18,23.85346,38.000658
19,23.853473,38.000655
20,23.853485,38.000653
21,23.853498,38.000651
22,23.853511,38.000648
23,23.853523,38.000646
24,23.853536,38.000644
25,23.853548,38.000641
26,23.853561,38.000639
27,23.853574,38.000636
28,23.853586,38.000634
29,23.853599,38.000632
30,23.853612,38.000629
31,23.853624,38.000627
32,23.853637,38.000625
33,23.853649,38.000622
34,23.853662,38.00062
35,23.853675,38.000618
36,23.853687,38.000615
37,23.8537,38.000613
38,23.853712,38.000611
39,23.853725,38.000608
40,23.853738,38.000606
41,23.85375,38.000603
42,23.853763,38.000601
43,23.853775,38.000599
44,23.853788,38.000596
45,23.853801,38.000594
46,23.853813,38.000592
47,23.853826,38.000589
48,23.853838,38.000587
49,23.853851,38.000585
50,23.853864,38.000582
51,23.853876,38.00058
52,23.853889,38.000578
53,23.853901,38.000575
54,23.853914,38.000573
55,23.853927,38.00057
56,23.853939,38.000568
57,23.853952,38.000566
58,23.853964,38.000563
59,23.853977,38.000561
60,23.85399,38.000559
61,23.854002,38.000556
62,23.854015,38.000554
63,23.854027,38.000552
64,23.85404,38.000549
65,23.854053,38.000547
66,23.854065,38.000545
67,23.854078,38.000542
68,23.854091,38.00054
69,23.854103,38.000537
70,23.854116,38.000535
71,23.854128,38.000533
72,23.854141,38.00053
73,23.854154,38.000528
74,23.854166,38.000526
75,23.854179,38.000523
76,23.854191,38.000521
77,23.854204,38.000519
78,23.854217,38.000516
79,23.854229,38.000514
80,23.854242,38.000512
81,23.854254,38.000509
82,23.854267,38.000507
83,23.85428,38.000504
84,23.854292,38.000502
85,23.854305,38.0005
86,23.854317,38.000497
87,23.85433,38.000495
88,23.854579,38.000656
89,23.85403,38.001197
90,23.854342,38.001677
91,23.854721,38.002639
92,23.85501,38.003818
93,23.858011,38.002318
94,23.862202,37.999828
95,23.865881,37.998255
96,23.869362,37.996257
97,23.871502,37.995578
98,23.874031,37.992896
99,23.875422,37.991946
100,23.879141,37.989535
101,23.880782,37.989498
102,23.881121,37.990306
103,23.88117,37.990287
104,23.88113,37.990276
105,23.881124,37.990257
106,23.881119,37.990237
107,23.881113,37.990218
108,23.881108,37.990198
109,23.881102,37.990179
110,23.881096,37.990159
111,23.881091,37.99014
112,23.881085,37.990121
113,23.88108,37.990101
114,23.881074,37.990082
115,23.881068,37.990062
116,23.881063,37.990043
117,23.881057,37.990023
118,23.881052,37.990004
119,23.881046,37.989984
120,23.88104,37.989965
121,23.881035,37.989946
122,23.881029,37.989926
123,23.881024,37.989907
124,23.881018,37.989887
125,23.881013,37.989868
126,23.881007,37.989848
127,23.881001,37.989829
128,23.880996,37.98981
129,23.88099,37.98979
130,23.880985,37.989771
131,23.880979,37.989751
132,23.880973,37.989732
133,23.880968,37.989712
134,23.880962,37.989693
135,23.880957,37.989673
136,23.880951,37.989654
137,23.879621,37.989345
138,23.875801,37.991813
139,23.872181,37.995323
140,23.86849,37.996913
141,23.86434,37.999145
142,23.86022,38.001055
143,23.85794,38.003177
144,23.858431,38.006927
145,23.858411,38.007617
146,23.856022,38.008345
147,23.851393,38.009376
148,23.846743,38.010207
149,23.843912,38.010688
150,23.843591,38.012008
151,23.844221,38.015697
152,23.84588,38.018817
153,23.845471,38.019069
154,23.84509,38.018539
155,23.844991,38.018557
156,23.844991,38.018557
157,23.844991,38.018557
158,23.844991,38.018557
159,23.844991,38.018557
160,23.844991,38.018557
161,23.844991,38.018557
162,23.844991,38.018557
163,23.844991,38.018557
164,23.844991,38.018557
165,23.844991,38.018557
166,23.844991,38.018557
167,23.844991,38.018557
168,23.844991,38.018557
169,23.844991,38.018557
170,23.844991,38.018557
171,23.844991,38.018557
172,23.844991,38.018557
173,23.844991,38.018558
174,23.844991,38.018558
175,23.844991,38.018558
176,23.844991,38.018558
177,23.844991,38.018558
178,23.844991,38.018558
179,23.844991,38.018558
180,23.844991,38.018558
181,23.844991,38.018558
182,23.844991,38.018558
